,series_name,description,country,raw_category_name,director_name,actor_name
38,"Chiến Dịch Tranh Cử, The Campaign","chiến dịch tranh cử , the campaign với âm mưu nâng tầm ảnh hưởng tại bắc carolina , hai tổng giám đốc giàu có đã đề bạt một ứng cử viên mới toanh ra tranh cử cùng nghị sĩ quốc hội lâu năm cam brady . người này là marty huggins chất phác , giám đốc trung tâm du lịch địa phương . ngày bầu cử càng gần , sự cọ xát giữa hai ứng viên càng căng thẳng , từ đấu “ võ mồm ” đến đụng độ chân tay , thậm chí mối bận tâm duy nhất của họ giờ đây chỉ còn là "" chôn sống "" đối phương .",mỹ,['hài hước'],jay roach,['other' 'will ferrell']
39,"Lời Thỉnh Cầu Bí Ẩn, A Simple Favor","lời thỉnh cầu bí ẩn , a simple favor stephanie là một bà mẹ đơn thân kiêm vlogger chuyên về bếp núc và mẹo vặt . trong một lần đón con , cô gặp gỡ và kết thân với emily nelson , nữ doanh nhân giàu có , đang sống cùng chồng và con trai . một ngày kia , emily mất tích bí ẩn , stephanie quyết định mạo hiểm dấn thân vào điều tra để tìm kiếm cô bạn thân . simple favor , simple favor vietsub , simple favor full hd , simple favor fptplay , lời thỉnh cầu bí ẩn , xem phim lời thỉnh cầu bí ẩn , phim lời thỉnh cầu bí ẩn , phim lời thỉnh cầu bí ẩn vietsub , phim lời thỉnh cầu bí ẩn thuyết minh , phim lời thỉnh cầu bí ẩn thuyết minh hd , phim tâm lý lời thỉnh cầu bí ẩn , phim hài mỹ lời thỉnh cầu bí ẩn , anna kendrick , blake lively , henry golding , paul feig",mỹ,"['hài hước', 'tâm lý']",paul feig,['anna kendrick' 'other']
40,"Đại Chiến Pixels, Pixels","đại chiến pixels , pixels nasa đã gửi một đoạn phim ghi lại tất cả các trò chơi lên vũ trụ để những sinh vật thông minh tìm kiếm và biết thêm về con người . tuy nhiên , người ngoài hành tinh đã hiểu lầm và tiến hành tấn công trái đất . để chống lại cuộc xâm lược này , tổng thống william cooper đã kêu gọi sự giúp đỡ của nhóm bạn học cũ , đứng đầu là cựu vô địch video games năm 1980 sam brenner với mục đích đánh bại người ngoài hành tinh và giải cứu trái đất . phim pixels , xem phim pixels , pixels ( 2015 ) pixels , pixels vietsub , pixels full hd , đại chiến pixels , phim đại chiến pixels vietsub , xem phim đại chiến pixels , phim đại chiến pixels , phim hài mỹ đại chiến pixels thuyết minh , phim mỹ đại chiến pixels , phim hành động mỹ đại chiến pixels , phim đại chiến pixels ( 2015 ) , phim đại chiến pixels mới nhất , phim đại chiến pixels full hd , phim đại chiến pixels bản đẹp",mỹ,"['hài hước', 'hành động']",chris columbus,['adam sandler' 'other']
41,"Biệt Đội Săn Ma: Chuyển Kiếp, Ghostbusters: Afterlife","biệt đội săn ma : chuyển kiếp , ghostbusters : afterlife biệt đội săn ma nay đã tan rã chỉ còn egon spengler là tiếp tục cuộc chiến với ma quỷ tại thị trấn summerville . trong lần gài bẫy một hồn ma hùng mạnh , ông bất ngờ lên cơn đau tim và qua đời . cô con gái callie spengler cùng hai cháu ngoại trevor và phoebe của ông đến summerville để tiếp quản những gì egon để lại . họ dần phát hiện ra những món dụng cụ bắt ma cũ của egon cũng như một thế lực tà ác đang dần trỗi dậy . ghostbusters : afterlife - biệt đội săn ma : chuyển kiếp , phim biệt đội săn ma chuyển kiếp , xem phim biệt đội săn ma chuyển kiếp , phim hành động biệt đội săn ma , phim biệt đội săn ma âu mỹ , biệt đội săn ma chuyển kiếp vietsub , biệt đội săn ma chuyển kiếp thuyết minh",mỹ,"['hành động', 'phiêu lưu', 'hài hước']",jason reitman,['bill murray' 'carrie coon' 'dan aykroyd' 'other' 'paul rudd']
42,"Những Vị Khách Không Mời, Knock Knock","những vị khách không mời , knock knock ba tên đàn ông không quen biết nhau cùng có mặt tại một căn nhà cũ nát , bên cạnh là một xác chết nữ và một túi đựng đầy tiền . câu hỏi đặt ra đó là , rốt cuộc ai là người tốt , ai là kẻ xấu ? chưa kịp phi tang cái xác và giải đố thì hai tên gangster xuất hiện , liệu những người trong căn nhà phải làm sao ? knock knock - những vị khách không mời , phim những vị khách không mời , phim những vị khách không mời đậu kiêu , phim trung những vị khách không mời , phim những vị khách không mời vietsub , phim những vị khách không mời thuyết minh hd",trung quốc,"['hài hước', 'tội phạm']",xiang liu,['other' 'đậu kiêu']
43,"Anh Em Ghẻ, Step Brothers","anh em ghẻ , step brothers hai anh chàng sắp bước vào tuổi 40 nhưng "" không chịu lớn "" brennan huff và dale doback bỗng trở thành anh em khi cha của người này và mẹ người kia quyết định tái hôn với nhau . từ đây , những cuộc "" đụng độ gay cấn "" giữa hai người đã gây nên bao chuyện dở khóc dở cười .",mỹ,"['gia đình', 'hài hước']",adam mckay,['john c . reilly' 'other' 'will ferrell']
44,"Băng Sex Bị Lộ, Sex Tape","băng sex bị lộ , sex tape để hâm nóng chuyện "" vợ chồng "" , cặp đôi annie và jay quyết định quay một đoạn video ghi lại cảnh ân ái giữa hai người . tuy nhiên , rắc rối xảy đến khi jay quên xóa đi đoạn clip nóng khiến hai vợ chồng lâm vào tình huống dở khóc dở cười . sex tape - băng sex bị lộ , phim tâm lí mỹ băng sex bị lộ , xem phim sex tape băng sex bị lộ , phim băng sex bị lộ thuyết minh , phim băng sex bị lộ vietsub , xem phim băng sex bị lộ full hd , xem phim mỹ băng sex bị lộ",mỹ,"['lãng mạn', 'tâm lý', 'hài hước']",jake kasdan,['cameron diaz' 'jason segel' 'other']
45,"Cuộc Chiến Bỉm Sữa, Tully","cuộc chiến bỉm sữa , tully ở tuổi ngoài 40 , marlo là bà mẹ có ba con . cô vất vả chăm con trong lúc người chồng không san sẻ công việc với vợ , ngoài giờ làm hầu như chỉ chơi game . áp lực dành cho marlo được giảm bớt với sự xuất hiện của cô giữ trẻ tully . sau một vài e dè lúc đầu , marlo dần thân thiết với tully . tuy nhiên , một bước ngoặt lớn đã xảy ra trong cuộc sống của họ . tully - cuộc chiến bỉm sữa , phim cuộc chiến bỉm sữa , xem phim cuộc chiến bỉm sữa , cuộc chiến bỉm sữa vietsub , phim cuộc chiến bỉm sữa âu mỹ , xem phim tully cuộc chiến bỉm sữa , phim cuộc chiến bỉm sữa thuyết minh",mỹ,"['hài hước', 'tâm lý']",jason reitman,['charlize theron' 'other']
46,"Truy Lùng Quái Yêu 2, Monster Hunt 2","truy lùng quái yêu 2 , monster hunt 2 trên hành trình chu du thiên hạ , thiên âm và tiểu lam đã cùng nhau tìm kiếm thông tin về người cha bí ẩn của thiên âm . cùng lúc đó , tiểu yêu hồ ba lại phải đối phó với sự truy sát từ phía yêu giới và tiếp tục trải qua chuyến phiêu lưu mới . đây chính là cơ hội để cậu gặp lại hai người thân của mình . monster hunt 2 - truy lùng yêu quái 2 , phim truy lung yeu quai phan 2 , truy lung yeu quai phan 2 moi nhat , xem phim truy lung yeu quai 2 , phim trung truy lung yeu quai 2 vietsub hd , truy lung yeu quai 2 thuyet minh",trung quốc,['hài hước'],hứa thành nghị,['other']
47,Lật Mặt,"lật mặt sau khi tìm được ba viên kim cương ở bãi khai thác đá , khải bị xã hội đen vu oan tội giết người để chiếm trọn số đá quý . trên đường trốn chạy khỏi sự truy bắt của bọn tội phạm lẫn cảnh sát , khải vô tình gặp anh xe ôm nhiệt tình thái quá tên toàn , rồi từ đó xảy ra biết bao tình huống bi hài . face off - lật mặt , phim lật mặt , xem phim lật mặt , phim lật mặt lí hải , phim lật mặt trường giang , phim hài lật mặt trường giang - lí hải , phim hành động lật mặt , phim hài việt nam lật mặt",việt nam,"['hài hước', 'hành động']",lý hải,['nsưt kim xuân' 'trường giang' 'võ thành tâm']
48,"Mỹ Nhân Ngư, The Mermaid","mỹ nhân ngư , the mermaid đại gia lưu hiên quyết định cải tạo một mảnh đất ven biển thành khu kinh doanh , mà không biết rằng đây là nơi ở của người cá . đứng trước nguy cơ diệt vong , tộc người cá cử nàng tiên cá san san đi ám sát lưu hiên . tuy nhiên mọi chuyện ngày càng rắc rối khi cô đem lòng yêu hắn trong lúc làm nhiệm vụ .",trung quốc,['hài hước'],châu tinh trì,['other' 'trương vũ kỳ' 'đặng siêu']
49,"Tình Lụi Tàn, Love Is Dead","tình lụi tàn , love is dead mathias lonisse là người sáng lập công ty love is dead , một công ty hỗ trợ các cặp tình nhân chia tay . anh ta xây dựng kế hoạch chia tay thay cho khách hàng muốn trốn tránh nhiệm vụ thường tẻ nhạt và tế nhị này . mathias đảm nhận công việc của mình một cách hoàn hảo và thực hiện từng nhiệm vụ với tinh thần chuyên nghiệp tuyệt vời , cho đến ngày mẹ quyết định rời xa bố … viện pháp tại việt nam mong muốn có thể đưa văn hóa pháp tới gần hơn với các bạn khán giả thông qua các bộ phim pháp đặc sắc như lời cảm ơn và lời chúc đầu năm chân thành nhất mà viện pháp tại việt nam xin gửi đến quý vị trong dịp đầu năm mới tân sửu 2021 .",pháp,['hài hước'],éric capitaine,['other']
50,"TAMARA 2: Cuộc Sống ""Quá Khổ"", Tamara Vol. 2","tamara 2 : cuộc sống "" quá khổ "" , tamara vol . 2 sau khi chia tay với diego từ hai năm thì tamara quyết định rời gia đình và chuyển đến paris với người bạn sam để bắt đầu việc học của mình . họ đã thuê một căn hộ chung cùng với wagner . nhưng rắc rối bắt đầu kéo đến khi cô phát hiện diego cũng sống ở đó và anh đã có bạn gái . với tamara , cô gái vẫn luôn mong muốn quên đi cuộc sống trong quá khứ , mọi chuyện dần trở nên tồi tệ … mọi thứ trở nên phức tạp hơn khi cô chạm mặt james - một chàng trai hoàn hảo , một ngôi sao của mạng xã hội : anh vừa là sinh viên đồng thời là một nhiếp ảnh gia , người mẫu và cả dj canon . để làm quen với anh chàng , tamara cần khiến mình trở nên nổi tiếng ... tất cả dưới sự chứng kiến của diego … giữa việc học , người yêu cũ , tương lai và bố mẹ luôn ủng hộ cô , tamara sẽ phải có cho mình lựa chọn đúng đắn nhất ! viện pháp tại việt nam mong muốn có thể đưa văn hóa pháp tới gần hơn với các bạn khán giả thông qua các bộ phim pháp đặc sắc như lời cảm ơn và lời chúc đầu năm chân thành nhất mà viện pháp tại việt nam xin gửi đến quý vị trong dịp đầu năm mới tân sửu 2021 .",pháp,"['hài hước', 'lãng mạn']",alexandre castagnetti,['other']
51,"Người Đàn Ông Keo Kiệt, Penny Pincher!","người đàn ông keo kiệt , penny pincher ! françois gautier là một kẻ rất keo kiệt ! tiết kiệm khiến anh ta cảm thấy vui vẻ , trả tiền khiến anh ấy đổ mồ hôi . cuộc sống của anh ta được vận hành với mục đích duy nhất là không bao giờ chi tiêu bất cứ thứ gì . và một ngày nọ mọi thứ đều đảo lộn : anh ta rơi vào lưới tình và đồng thời phát hiện ra anh ta có một người con gái mà anh ta chưa từng biết đến sự tồn tại . bị buộc phải nói dối để che giấu khuyết điểm khủng khiếp của mình , đây sẽ là khởi đầu cho những rắc rối đối với françois . bởi vì nói dối đôi khi có thể phải trả giá đắt . rất đắt ... viện pháp tại việt nam mong muốn có thể đưa văn hóa pháp tới gần hơn với các bạn khán giả thông qua các bộ phim pháp đặc sắc như lời cảm ơn và lời chúc đầu năm chân thành nhất mà viện pháp tại việt nam xin gửi đến quý vị trong dịp đầu năm mới tân sửu 2021 .",pháp,['hài hước'],fred cavayé,['other']
52,"Mối Tình Oan Gia, Love at First Child","mối tình oan gia , love at first child gabrielle là một bà mẹ đơn thân sống cùng cô con gái 17 tuổi claire đang mang thai , tuy nhiên , cha của đứa trẻ là simon không muốn dính dáng đến đứa trẻ này . vì thế khi gabrielle tự giải quyết vấn đề và nhờ ange , một giám đốc độc thân không con cái giúp đỡ , một mối quan hệ bất ngờ bắt đầu . viện pháp tại việt nam mong muốn có thể đưa văn hóa pháp tới gần hơn với các bạn khán giả thông qua các bộ phim pháp đặc sắc như lời cảm ơn và lời chúc đầu năm chân thành nhất mà viện pháp tại việt nam xin gửi đến quý vị trong dịp đầu năm mới tân sửu 2021 .",pháp,"['hài hước', 'lãng mạn']",anne giafferi,['other' 'patrick bruel']
